Airline,Airline ID,Name,Source airport,Source,Destination airport,Target,Country
2B,410,Aerocondor,AER,2965,KZN,2990,Portugal
2B,410,Aerocondor,ASF,2966,KZN,2990,Portugal
2B,410,Aerocondor,ASF,2966,MRV,2962,Portugal
2B,410,Aerocondor,CEK,2968,KZN,2990,Portugal
2B,410,Aerocondor,CEK,2968,OVB,4078,Portugal
2B,410,Aerocondor,DME,4029,KZN,2990,Portugal
2B,410,Aerocondor,DME,4029,NBC,6969,Portugal
2B,410,Aerocondor,DME,4029,UUA,6160,Portugal
2B,410,Aerocondor,EGO,6156,KGD,2952,Portugal
2B,410,Aerocondor,EGO,6156,KZN,2990,Portugal
2B,410,Aerocondor,GYD,2922,NBC,6969,Portugal
2B,410,Aerocondor,KGD,2952,EGO,6156,Portugal
2B,410,Aerocondor,KZN,2990,AER,2965,Portugal
2B,410,Aerocondor,KZN,2990,ASF,2966,Portugal
2B,410,Aerocondor,KZN,2990,CEK,2968,Portugal
2B,410,Aerocondor,KZN,2990,DME,4029,Portugal
2B,410,Aerocondor,KZN,2990,EGO,6156,Portugal
2B,410,Aerocondor,KZN,2990,LED,2948,Portugal
2B,410,Aerocondor,KZN,2990,SVX,2975,Portugal
2B,410,Aerocondor,LED,2948,KZN,2990,Portugal
2B,410,Aerocondor,LED,2948,NBC,6969,Portugal
2B,410,Aerocondor,LED,2948,UUA,6160,Portugal
2B,410,Aerocondor,MRV,2962,ASF,2966,Portugal
2B,410,Aerocondor,NBC,6969,DME,4029,Portugal
2B,410,Aerocondor,NBC,6969,GYD,2922,Portugal
2B,410,Aerocondor,NBC,6969,LED,2948,Portugal
2B,410,Aerocondor,NBC,6969,SVX,2975,Portugal
2B,410,Aerocondor,NJC,2972,SVX,2975,Portugal
2B,410,Aerocondor,NJC,2972,UUA,6160,Portugal
2B,410,Aerocondor,NUX,4364,SVX,2975,Portugal
2B,410,Aerocondor,OVB,4078,CEK,2968,Portugal
2B,410,Aerocondor,OVB,4078,SVX,2975,Portugal
2B,410,Aerocondor,SVX,2975,KZN,2990,Portugal
2B,410,Aerocondor,SVX,2975,NBC,6969,Portugal
2B,410,Aerocondor,SVX,2975,NJC,2972,Portugal
2B,410,Aerocondor,SVX,2975,NUX,4364,Portugal
2B,410,Aerocondor,SVX,2975,OVB,4078,Portugal
2B,410,Aerocondor,UUA,6160,DME,4029,Portugal
2B,410,Aerocondor,UUA,6160,LED,2948,Portugal
2B,410,Aerocondor,UUA,6160,NJC,2972,Portugal
2G,1654,Cargoitalia,BTK,2936,IKT,2937,Italy
2G,1654,Cargoitalia,BTK,2936,OVB,4078,Italy
2G,1654,Cargoitalia,CEK,2968,OVB,4078,Italy
2G,1654,Cargoitalia,HTA,2935,IKT,2937,Italy
2G,1654,Cargoitalia,IKT,2937,BTK,2936,Italy
2G,1654,Cargoitalia,IKT,2937,HTA,2935,Italy
2G,1654,Cargoitalia,IKT,2937,ODO,8944,Italy
2G,1654,Cargoitalia,IKT,2937,OVB,4078,Italy
2G,1654,Cargoitalia,IKT,2937,UKX,6924,Italy
2G,1654,Cargoitalia,IKT,2937,ULK,9026,Italy
2G,1654,Cargoitalia,IKT,2937,YKS,2923,Italy
2G,1654,Cargoitalia,KCK,2788,IKT,2937,Italy
2G,1654,Cargoitalia,MJZ,2925,OVB,4078,Italy
2G,1654,Cargoitalia,ODO,8944,IKT,2937,Italy
2G,1654,Cargoitalia,OVB,4078,BTK,2936,Italy
2G,1654,Cargoitalia,OVB,4078,CEK,2968,Italy
2G,1654,Cargoitalia,OVB,4078,IKT,2937,Italy
2G,1654,Cargoitalia,UKX,6924,IKT,2937,Italy
2G,1654,Cargoitalia,ULK,9026,IKT,2937,Italy
2G,1654,Cargoitalia,YKS,2923,IKT,2937,Italy
2I,8359,Star Peru (2I),AYP,2786,LIM,2789,Peru
2I,8359,Star Peru (2I),CUZ,2812,LIM,2789,Peru
2I,8359,Star Peru (2I),CUZ,2812,PEM,2808,Peru
2I,8359,Star Peru (2I),HUU,6067,LIM,2789,Peru
2I,8359,Star Peru (2I),IQT,2801,PCL,2781,Peru
2I,8359,Star Peru (2I),IQT,2801,TPP,2806,Peru
2I,8359,Star Peru (2I),LIM,2789,AYP,2786,Peru
2I,8359,Star Peru (2I),LIM,2789,CUZ,2812,Peru
2I,8359,Star Peru (2I),LIM,2789,HUU,6067,Peru
2I,8359,Star Peru (2I),LIM,2789,PCL,2781,Peru
2I,8359,Star Peru (2I),LIM,2789,TPP,2806,Peru
2I,8359,Star Peru (2I),PCL,2781,IQT,2801,Peru
2I,8359,Star Peru (2I),PCL,2781,LIM,2789,Peru
2I,8359,Star Peru (2I),PCL,2781,TPP,2806,Peru
2I,8359,Star Peru (2I),PEM,2808,CUZ,2812,Peru
2I,8359,Star Peru (2I),TPP,2806,IQT,2801,Peru
2I,8359,Star Peru (2I),TPP,2806,LIM,2789,Peru
2I,8359,Star Peru (2I),TPP,2806,PCL,2781,Peru
2J,470,Air Burkina,ABJ,253,BOY,247,Burkina Faso
2J,470,Air Burkina,ABJ,253,OUA,246,Burkina Faso
2J,470,Air Burkina,ACC,248,OUA,246,Burkina Faso
2J,470,Air Burkina,BKO,1044,ABJ,253,Burkina Faso
2J,470,Air Burkina,BKO,1044,DKR,1084,Burkina Faso
2J,470,Air Burkina,BKO,1044,OUA,246,Burkina Faso
2J,470,Air Burkina,BOY,247,ABJ,253,Burkina Faso
2J,470,Air Burkina,BOY,247,OUA,246,Burkina Faso
2J,470,Air Burkina,COO,245,LFW,298,Burkina Faso
2J,470,Air Burkina,COO,245,OUA,246,Burkina Faso
2J,470,Air Burkina,DKR,1084,BKO,1044,Burkina Faso
2J,470,Air Burkina,DKR,1084,OUA,246,Burkina Faso
2J,470,Air Burkina,LFW,298,OUA,246,Burkina Faso
2J,470,Air Burkina,NIM,280,OUA,246,Burkina Faso
2J,470,Air Burkina,OUA,246,ABJ,253,Burkina Faso
2J,470,Air Burkina,OUA,246,ACC,248,Burkina Faso
2J,470,Air Burkina,OUA,246,BKO,1044,Burkina Faso
2J,470,Air Burkina,OUA,246,BOY,247,Burkina Faso
2J,470,Air Burkina,OUA,246,COO,245,Burkina Faso
2J,470,Air Burkina,OUA,246,DKR,1084,Burkina Faso
2J,470,Air Burkina,OUA,246,LFW,298,Burkina Faso
2J,470,Air Burkina,OUA,246,NIM,280,Burkina Faso
2K,1338,Aerolineas Galapagos (Aerogal),BOG,2709,GYE,2673,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),BOG,2709,UIO,2688,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),CLO,2715,GYE,2673,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),GYE,2673,BOG,2709,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),GYE,2673,CLO,2715,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),GYE,2673,SCY,6045,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),GYE,2673,UIO,2688,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),OCC,2670,UIO,2688,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),SCY,6045,GYE,2673,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),UIO,2688,BOG,2709,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),UIO,2688,GYE,2673,Ecuador
2K,1338,Aerolineas Galapagos (Aerogal),UIO,2688,OCC,2670,Ecuador
2L,2750,Helvetic Airways,BDS,1506,ZRH,1678,Switzerland
2L,2750,Helvetic Airways,BOD,1264,ZRH,1678,Switzerland
2L,2750,Helvetic Airways,BRS,490,ZRH,1678,Switzerland
2L,2750,Helvetic Airways,GVA,1665,LPA,1054,Switzerland
2L,2750,Helvetic Airways,LCA,1197,ZRH,1678,Switzerland
2L,2750,Helvetic Airways,LPA,1054,ZRH,1678,Switzerland
2L,2750,Helvetic Airways,RMF,4197,ZRH,1678,Switzerland
2L,2750,Helvetic Airways,TFS,1056,GVA,1665,Switzerland
2L,2750,Helvetic Airways,ZRH,1678,BDS,1506,Switzerland
2L,2750,Helvetic Airways,ZRH,1678,BOD,1264,Switzerland
2L,2750,Helvetic Airways,ZRH,1678,BRS,490,Switzerland
2L,2750,Helvetic Airways,ZRH,1678,LCA,1197,Switzerland
2L,2750,Helvetic Airways,ZRH,1678,LPA,1054,Switzerland
2L,2750,Helvetic Airways,ZRH,1678,RMF,4197,Switzerland
2N,3652,NextJet,AJR,730,LYC,719,Sweden
2N,3652,NextJet,ARN,737,GEV,715,Sweden
2N,3652,NextJet,ARN,737,HAD,709,Sweden
2N,3652,NextJet,ARN,737,JKG,688,Sweden
2N,3652,NextJet,ARN,737,KRF,718,Sweden
2N,3652,NextJet,ARN,737,KSD,5595,Sweden
2N,3652,NextJet,ARN,737,LYC,719,Sweden
2N,3652,NextJet,ARN,737,MHQ,442,Sweden
2N,3652,NextJet,ARN,737,OER,722,Sweden
2N,3652,NextJet,ARN,737,POR,448,Sweden
2N,3652,NextJet,ARN,737,TRF,664,Sweden
2N,3652,NextJet,ARN,737,VBY,746,Sweden
2N,3652,NextJet,ARN,737,VHM,729,Sweden
2N,3652,NextJet,ARN,737,VXO,711,Sweden
2N,3652,NextJet,GEV,715,ARN,737,Sweden
2N,3652,NextJet,GEV,715,KRF,718,Sweden
2N,3652,NextJet,HAD,709,ARN,737,Sweden
2N,3652,NextJet,HAD,709,JKG,688,Sweden
2N,3652,NextJet,HAD,709,VXO,711,Sweden
2N,3652,NextJet,HMV,5599,VHM,729,Sweden
2N,3652,NextJet,JKG,688,ARN,737,Sweden
2N,3652,NextJet,JKG,688,HAD,709,Sweden
2N,3652,NextJet,KOK,435,POR,448,Sweden
2N,3652,NextJet,KRF,718,ARN,737,Sweden
2N,3652,NextJet,KRF,718,GEV,715,Sweden
2N,3652,NextJet,KSD,5595,ARN,737,Sweden
2N,3652,NextJet,LYC,719,AJR,730,Sweden
2N,3652,NextJet,LYC,719,ARN,737,Sweden
2N,3652,NextJet,MHQ,442,ARN,737,Sweden
2N,3652,NextJet,MHQ,442,TKU,460,Sweden
2N,3652,NextJet,OER,722,ARN,737,Sweden
2N,3652,NextJet,OSL,644,VXO,711,Sweden
2N,3652,NextJet,POR,448,ARN,737,Sweden
2N,3652,NextJet,POR,448,KOK,435,Sweden
2N,3652,NextJet,TKU,460,MHQ,442,Sweden
2N,3652,NextJet,TRF,664,ARN,737,Sweden
2N,3652,NextJet,VBY,746,ARN,737,Sweden
2N,3652,NextJet,VHM,729,ARN,737,Sweden
2N,3652,NextJet,VHM,729,HMV,5599,Sweden
2N,3652,NextJet,VXO,711,ARN,737,Sweden
2N,3652,NextJet,VXO,711,OSL,644,Sweden
2O,146,Air Salone,ADQ,3531,AOS,7167,Sierra Leone
2O,146,Air Salone,ADQ,3531,KKB,7168,Sierra Leone
2O,146,Air Salone,ADQ,3531,KLN,7162,Sierra Leone
2O,146,Air Salone,ADQ,3531,KOZ,7164,Sierra Leone
2O,146,Air Salone,ADQ,3531,OLH,7163,Sierra Leone
2O,146,Air Salone,AOS,7167,KZB,7176,Sierra Leone
2O,146,Air Salone,KKB,7168,SYB,7173,Sierra Leone
2O,146,Air Salone,KLN,7162,KYK,7161,Sierra Leone
2O,146,Air Salone,KOZ,7164,ORI,7165,Sierra Leone
2O,146,Air Salone,SYB,7173,KPR,7172,Sierra Leone
2P,897,Air Philippines,BSO,6019,MNL,2397,Philippines
2P,897,Air Philippines,BXU,4200,MNL,2397,Philippines
2P,897,Air Philippines,CBO,2399,MNL,2397,Philippines
2P,897,Air Philippines,CGY,2400,MNL,2397,Philippines
2P,897,Air Philippines,CRM,6024,MNL,2397,Philippines
2P,897,Air Philippines,DGT,2425,MNL,2397,Philippines
2P,897,Air Philippines,DWC,8076,MNL,2397,Philippines
2P,897,Air Philippines,GES,2402,MNL,2397,Philippines
2P,897,Air Philippines,KLO,2430,MNL,2397,Philippines
2P,897,Air Philippines,LGP,4203,MNL,2397,Philippines
2P,897,Air Philippines,MNL,2397,BSO,6019,Philippines
2P,897,Air Philippines,MNL,2397,BXU,4200,Philippines
2P,897,Air Philippines,MNL,2397,CBO,2399,Philippines
2P,897,Air Philippines,MNL,2397,CGY,2400,Philippines
2P,897,Air Philippines,MNL,2397,CRM,6024,Philippines
2P,897,Air Philippines,MNL,2397,DGT,2425,Philippines
2P,897,Air Philippines,MNL,2397,DWC,8076,Philippines
2P,897,Air Philippines,MNL,2397,GES,2402,Philippines
2P,897,Air Philippines,MNL,2397,KLO,2430,Philippines
2P,897,Air Philippines,MNL,2397,LGP,4203,Philippines
2P,897,Air Philippines,MNL,2397,MPH,2426,Philippines
2P,897,Air Philippines,MNL,2397,OZC,4204,Philippines
2P,897,Air Philippines,MNL,2397,PPS,2433,Philippines
2P,897,Air Philippines,MNL,2397,RXS,6026,Philippines
2P,897,Air Philippines,MNL,2397,SUG,6016,Philippines
2P,897,Air Philippines,MNL,2397,TUG,6021,Philippines
2P,897,Air Philippines,MNL,2397,ZAM,2404,Philippines
2P,897,Air Philippines,MPH,2426,MNL,2397,Philippines
2P,897,Air Philippines,OZC,4204,MNL,2397,Philippines
2P,897,Air Philippines,PPS,2433,MNL,2397,Philippines
2P,897,Air Philippines,RXS,6026,MNL,2397,Philippines
2P,897,Air Philippines,SUG,6016,MNL,2397,Philippines
2P,897,Air Philippines,TUG,6021,MNL,2397,Philippines
2P,897,Air Philippines,ZAM,2404,MNL,2397,Philippines
2Z,1729,Changan Airlines,AUX,7376,PMW,4214,China
2Z,1729,Changan Airlines,BRA,7373,BSB,2531,China
2Z,1729,Changan Airlines,BRA,7373,SSA,2621,China
2Z,1729,Changan Airlines,BSB,2531,BRA,7373,China
2Z,1729,Changan Airlines,BSB,2531,OPS,7367,China
2Z,1729,Changan Airlines,BSB,2531,RAO,2613,China
2Z,1729,Changan Airlines,CAC,2535,GRU,2564,China
2Z,1729,Changan Airlines,CGB,2548,GYN,2562,China
2Z,1729,Changan Airlines,CGB,2548,OPS,7367,China
2Z,1729,Changan Airlines,CGR,2538,DOU,7380,China
2Z,1729,Changan Airlines,DOU,7380,CGR,2538,China
2Z,1729,Changan Airlines,DOU,7380,GRU,2564,China
2Z,1729,Changan Airlines,GIG,2560,RAO,2613,China
2Z,1729,Changan Airlines,GRU,2564,CAC,2535,China
2Z,1729,Changan Airlines,GRU,2564,DOU,7380,China
2Z,1729,Changan Airlines,GRU,2564,RAO,2613,China
2Z,1729,Changan Airlines,GRU,2564,UBA,2635,China
2Z,1729,Changan Airlines,GRU,2564,UDI,2633,China
2Z,1729,Changan Airlines,GRU,2564,VDC,6039,China
2Z,1729,Changan Airlines,GYN,2562,CGB,2548,China
2Z,1729,Changan Airlines,GYN,2562,PMW,4214,China
2Z,1729,Changan Airlines,GYN,2562,RAO,2613,China
2Z,1729,Changan Airlines,GYN,2562,UDI,2633,China
2Z,1729,Changan Airlines,OPS,7367,BSB,2531,China
2Z,1729,Changan Airlines,OPS,7367,CGB,2548,China
2Z,1729,Changan Airlines,PLU,2528,RAO,2613,China
2Z,1729,Changan Airlines,PMW,4214,AUX,7376,China
2Z,1729,Changan Airlines,PMW,4214,GYN,2562,China
2Z,1729,Changan Airlines,RAO,2613,BSB,2531,China
2Z,1729,Changan Airlines,RAO,2613,GIG,2560,China
2Z,1729,Changan Airlines,RAO,2613,GRU,2564,China
2Z,1729,Changan Airlines,RAO,2613,GYN,2562,China
2Z,1729,Changan Airlines,RAO,2613,PLU,2528,China
2Z,1729,Changan Airlines,RAO,2613,SJP,2619,China
2Z,1729,Changan Airlines,RAO,2613,UDI,2633,China
2Z,1729,Changan Airlines,SJP,2619,RAO,2613,China
2Z,1729,Changan Airlines,SSA,2621,BRA,7373,China
2Z,1729,Changan Airlines,SSA,2621,VDC,6039,China
2Z,1729,Changan Airlines,UBA,2635,GRU,2564,China
2Z,1729,Changan Airlines,UBA,2635,UDI,2633,China
2Z,1729,Changan Airlines,UDI,2633,GRU,2564,China
2Z,1729,Changan Airlines,UDI,2633,GYN,2562,China
2Z,1729,Changan Airlines,UDI,2633,RAO,2613,China
2Z,1729,Changan Airlines,UDI,2633,UBA,2635,China
2Z,1729,Changan Airlines,VDC,6039,GRU,2564,China
2Z,1729,Changan Airlines,VDC,6039,SSA,2621,China
3E,10739,Air Choice One,BRL,5726,ORD,3830,United States
3E,10739,Air Choice One,BRL,5726,STL,3678,United States
3E,10739,Air Choice One,DEC,4042,ORD,3830,United States
3E,10739,Air Choice One,DEC,4042,STL,3678,United States
3E,10739,Air Choice One,JBR,3591,STL,3678,United States
3E,10739,Air Choice One,ORD,3830,BRL,5726,United States
3E,10739,Air Choice One,ORD,3830,DEC,4042,United States
3E,10739,Air Choice One,STL,3678,BRL,5726,United States
3E,10739,Air Choice One,STL,3678,DEC,4042,United States
3E,10739,Air Choice One,STL,3678,JBR,3591,United States
3F,16262,Fly Colombia ( Interliging Flights ),CGA,7144,HYL,7145,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),CGA,7144,KTN,3808,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),HYL,7145,CGA,7144,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),HYL,7145,KTB,7147,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),HYL,7145,KTN,3808,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),KTB,7147,HYL,7145,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),KTB,7147,KTN,3808,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),KTN,3808,CGA,7144,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),KTN,3808,HYL,7145,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),KTN,3808,KTB,7147,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),KTN,3808,MTM,7146,Colombia
3F,16262,Fly Colombia ( Interliging Flights ),MTM,7146,KTN,3808,Colombia
3G,595,Atlant-Soyuz Airlines,ACC,248,DKR,1084,Russia
3G,595,Atlant-Soyuz Airlines,ACC,248,LOS,273,Russia
3G,595,Atlant-Soyuz Airlines,ACC,248,ROB,1063,Russia
3G,595,Atlant-Soyuz Airlines,BCN,1218,BJL,1050,Russia
3G,595,Atlant-Soyuz Airlines,BJL,1050,BCN,1218,Russia
3G,595,Atlant-Soyuz Airlines,BJL,1050,DKR,1084,Russia
3G,595,Atlant-Soyuz Airlines,BJL,1050,FNA,1059,Russia
3G,595,Atlant-Soyuz Airlines,CKY,4162,OXB,5665,Russia
3G,595,Atlant-Soyuz Airlines,DKR,1084,ACC,248,Russia
3G,595,Atlant-Soyuz Airlines,DKR,1084,BJL,1050,Russia
3G,595,Atlant-Soyuz Airlines,DKR,1084,DLA,897,Russia
3G,595,Atlant-Soyuz Airlines,DKR,1084,FNA,1059,Russia
3G,595,Atlant-Soyuz Airlines,DKR,1084,LOS,273,Russia
3G,595,Atlant-Soyuz Airlines,DKR,1084,OXB,5665,Russia
3G,595,Atlant-Soyuz Airlines,DLA,897,DKR,1084,Russia
3G,595,Atlant-Soyuz Airlines,DLA,897,LOS,273,Russia
3G,595,Atlant-Soyuz Airlines,FNA,1059,BJL,1050,Russia
3G,595,Atlant-Soyuz Airlines,FNA,1059,DKR,1084,Russia
3G,595,Atlant-Soyuz Airlines,FNA,1059,LGW,502,Russia
3G,595,Atlant-Soyuz Airlines,FNA,1059,ROB,1063,Russia
3G,595,Atlant-Soyuz Airlines,LGW,502,FNA,1059,Russia
3G,595,Atlant-Soyuz Airlines,LOS,273,ACC,248,Russia
3G,595,Atlant-Soyuz Airlines,LOS,273,DKR,1084,Russia
3G,595,Atlant-Soyuz Airlines,LOS,273,DLA,897,Russia
3G,595,Atlant-Soyuz Airlines,LOS,273,ROB,1063,Russia
3G,595,Atlant-Soyuz Airlines,OXB,5665,CKY,4162,Russia
3G,595,Atlant-Soyuz Airlines,OXB,5665,DKR,1084,Russia
3G,595,Atlant-Soyuz Airlines,ROB,1063,ACC,248,Russia
3G,595,Atlant-Soyuz Airlines,ROB,1063,FNA,1059,Russia
3G,595,Atlant-Soyuz Airlines,ROB,1063,LOS,273,Russia
3J,5521,Zip,JIB,4119,DXB,2188,Canada
3J,5521,Zip,JIB,4119,JED,2072,Canada
3J,5521,Zip,JIB,4119,MGQ,5687,Canada
3J,5521,Zip,MGQ,5687,NBO,4059,Canada
3J,5521,Zip,NBO,4059,MGQ,5687,Canada
3K,3021,Jetstar Asia Airways,BKK,3885,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,DRW,3999,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,HAK,4120,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,HGH,3386,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,HKG,3077,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,HKT,3179,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,KIX,3992,MNL,2397,Singapore
3K,3021,Jetstar Asia Airways,KIX,3992,TPE,2276,Singapore
3K,3021,Jetstar Asia Airways,KUL,3304,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,MNL,2397,KIX,3992,Singapore
3K,3021,Jetstar Asia Airways,MNL,2397,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,PEN,3308,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,PER,3351,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,PNH,3034,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,REP,3035,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,RGN,3239,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,SGN,3205,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,BKK,3885,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,DRW,3999,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,HAK,4120,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,HGH,3386,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,HKG,3077,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,HKT,3179,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,KUL,3304,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,MNL,2397,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,PEN,3308,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,PER,3351,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,PNH,3034,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,REP,3035,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,RGN,3239,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,SGN,3205,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,SWA,4302,Singapore
3K,3021,Jetstar Asia Airways,SIN,3316,TPE,2276,Singapore
3K,3021,Jetstar Asia Airways,SWA,4302,SIN,3316,Singapore
3K,3021,Jetstar Asia Airways,TPE,2276,KIX,3992,Singapore
3K,3021,Jetstar Asia Airways,TPE,2276,SIN,3316,Singapore
3L,2916,Intersky,ACH,1679,EBA,1558,Austria
3L,2916,Intersky,DRS,338,ZRH,1678,Austria
3L,2916,Intersky,DUS,345,FDH,382,Austria
3L,2916,Intersky,EBA,1558,ACH,1679,Austria
3L,2916,Intersky,EBA,1558,FDH,382,Austria
3L,2916,Intersky,EBA,1558,MUC,346,Austria
3L,2916,Intersky,EBA,1558,ZRH,1678,Austria
3L,2916,Intersky,FDH,382,DUS,345,Austria
3L,2916,Intersky,FDH,382,EBA,1558,Austria
3L,2916,Intersky,FDH,382,HAM,342,Austria
3L,2916,Intersky,FDH,382,OLB,1520,Austria
3L,2916,Intersky,FDH,382,TXL,351,Austria
3L,2916,Intersky,FDH,382,ZAD,1209,Austria
3L,2916,Intersky,FMM,3986,NAP,1561,Austria
3L,2916,Intersky,GRZ,1609,ZRH,1678,Austria
3L,2916,Intersky,HAM,342,FDH,382,Austria
3L,2916,Intersky,MUC,346,EBA,1558,Austria
3L,2916,Intersky,NAP,1561,FMM,3986,Austria
3L,2916,Intersky,OLB,1520,FDH,382,Austria
3L,2916,Intersky,SZG,1612,ZRH,1678,Austria
3L,2916,Intersky,TXL,351,FDH,382,Austria
3L,2916,Intersky,ZAD,1209,FDH,382,Austria
3L,2916,Intersky,ZRH,1678,DRS,338,Austria
3L,2916,Intersky,ZRH,1678,EBA,1558,Austria
3L,2916,Intersky,ZRH,1678,GRZ,1609,Austria
3L,2916,Intersky,ZRH,1678,SZG,1612,Austria
3M,20710,Silver Airways (3M),ATL,3682,LWB,6958,United States
3M,20710,Silver Airways (3M),ATL,3682,MCN,3754,United States
3M,20710,Silver Airways (3M),ATL,3682,MEI,4335,United States
3M,20710,Silver Airways (3M),ATL,3682,MSL,5756,United States
3M,20710,Silver Airways (3M),ATL,3682,PIB,5759,United States
3M,20710,Silver Airways (3M),ATL,3682,TUP,5773,United States
3M,20710,Silver Airways (3M),BIM,1937,FLL,3533,United States
3M,20710,Silver Airways (3M),ELH,1943,FLL,3533,United States
3M,20710,Silver Airways (3M),ELH,1943,PBI,3722,United States
3M,20710,Silver Airways (3M),EYW,3875,FLL,3533,United States
3M,20710,Silver Airways (3M),EYW,3875,RSW,3793,United States
3M,20710,Silver Airways (3M),EYW,3875,TPA,3646,United States
3M,20710,Silver Airways (3M),FLL,3533,BIM,1937,United States
3M,20710,Silver Airways (3M),FLL,3533,ELH,1943,United States
3M,20710,Silver Airways (3M),FLL,3533,EYW,3875,United States
3M,20710,Silver Airways (3M),FLL,3533,FPO,1948,United States
3M,20710,Silver Airways (3M),FLL,3533,GGT,1941,United States
3M,20710,Silver Airways (3M),FLL,3533,GHB,1944,United States
3M,20710,Silver Airways (3M),FLL,3533,MCO,3878,United States
3M,20710,Silver Airways (3M),FLL,3533,MHH,1930,United States
3M,20710,Silver Airways (3M),FLL,3533,TCB,1934,United States
3M,20710,Silver Airways (3M),FLL,3533,TPA,3646,United States
3M,20710,Silver Airways (3M),FPO,1948,FLL,3533,United States
3M,20710,Silver Airways (3M),GGT,1941,FLL,3533,United States
3M,20710,Silver Airways (3M),GGT,1941,GHB,1944,United States
3M,20710,Silver Airways (3M),GHB,1944,FLL,3533,United States
3M,20710,Silver Airways (3M),GLH,6130,TUP,5773,United States
3M,20710,Silver Airways (3M),GNV,3472,MCO,3878,United States
3M,20710,Silver Airways (3M),GNV,3472,TPA,3646,United States
3M,20710,Silver Airways (3M),JAX,3712,MHH,1930,United States
3M,20710,Silver Airways (3M),JAX,3712,TPA,3646,United States
3M,20710,Silver Airways (3M),LWB,6958,ATL,3682,United States
3M,20710,Silver Airways (3M),MCN,3754,ATL,3682,United States
3M,20710,Silver Airways (3M),MCN,3754,MCO,3878,United States
3M,20710,Silver Airways (3M),MCO,3878,FLL,3533,United States
3M,20710,Silver Airways (3M),MCO,3878,GNV,3472,United States
3M,20710,Silver Airways (3M),MCO,3878,MCN,3754,United States
3M,20710,Silver Airways (3M),MCO,3878,MHH,1930,United States
3M,20710,Silver Airways (3M),MCO,3878,PNS,3564,United States
3M,20710,Silver Airways (3M),MCO,3878,RSW,3793,United States
3M,20710,Silver Airways (3M),MCO,3878,TLH,3698,United States
3M,20710,Silver Airways (3M),MEI,4335,ATL,3682,United States
3M,20710,Silver Airways (3M),MHH,1930,FLL,3533,United States
3M,20710,Silver Airways (3M),MHH,1930,JAX,3712,United States
3M,20710,Silver Airways (3M),MHH,1930,MCO,3878,United States
3M,20710,Silver Airways (3M),MHH,1930,PBI,3722,United States
3M,20710,Silver Airways (3M),MSL,5756,ATL,3682,United States
3M,20710,Silver Airways (3M),PBI,3722,ELH,1943,United States
3M,20710,Silver Airways (3M),PBI,3722,MHH,1930,United States
